mf,ppm,unsat
C5H11F4NO4P2S,8.6996,0.0
C12HF6N2S,-8.704699999999999,10.5
CH9F2N6O5S3,-8.7095,-0.5
C4H6F4KN5O3S,-8.7321,2.0
C9H15KO4P3,8.7326,3.5
C5H11K2N3O8,8.7393,1.0
C11H13FK2NPS,-8.751,5.0
C2H8F3N4O7P2,8.7515,0.5
C4H12F3N3O2S4,-8.7614,-1.0
C13H2FNO8,-8.7647,13.0
C13H6F2KO5,8.7667,9.5
C7H9F5KN2S2,-8.783999999999999,1.5
C10H9NO7S2,8.7893,7.0
C4H10F5K2N4S,8.7994,-1.5
C8H14FK3N3P,8.8324,2.0
C8H10KNO8S,-8.844000000000001,4.0
C2H14F2N5OP3S2,8.8671,-1.0
C9H2F6KN4,8.8786,7.5
C6H5F4N5O2S2,8.901200000000001,5.0
C10H7FKN5S2,-8.9124,9.0
C10H9KN4O2PS,8.9342,8.5
C4H8F3NO10S,8.9696,0.0
C5H15K2N5S3,-8.9917,0.0
C6H4F10KN,9.007,0.0
C15HFN4O2P,9.013499999999999,17.5
C14H5F2NO2P2,-9.0348,13.0
C6H10KN4O5P2,-9.062199999999999,4.5
C7H11F4KNO2PS,9.0626,1.0
C10H14NOP5,-9.068900000000001,7.0
H4F7N5O5S,9.0815,-2.0
C4H14F2N2O4PS3,9.0852,-1.5
C2H6F4N5O5PS,-9.0952,1.0
C11H15K2O2P2,9.0956,4.5
C8H12F3NOP4,9.1078,4.0
C9H13FKNO2P2S,-9.113999999999999,4.0
C4H8F3KN4O5P,9.114500000000001,1.5
CH11FN5O7PS2,9.137099999999998,-1.0
C12H3F5NO2P,9.1419,10.0
C5H9F5N2O2PS2,-9.1471,0.5
C8H6F7KNP,-9.169599999999999,3.0
C4H2F11N2S,-9.2027,-0.5
C6H10NO10PS,-9.2071,3.0
C5H3F6NO8,-9.2627,2.0
C8H7FN5O2PS2,-9.2755,8.0
C12H9K2N4S,9.2973,9.5
C11H4F3KN4P,-9.298,10.5
C7F7N5S,-9.3311,7.0
C3H18NO6P5,9.3437,-2.0
C3H15KN5O2PS3,-9.354700000000001,-1.0
C17HFKN4,9.3766,18.5
C6H12F2K2N4PS,-9.3773,1.5
C7H9F2NO7P2,9.3778,4.0
C8HF2N4O8,-9.3911,9.5
C2H8F6KN5S2,-9.410300000000001,-2.0
C4H10N4O7P3,-9.4252,3.5
C9H11F4K2NS,9.4257,2.0
C11H4F3NO5S,-9.443,9.0
C6H14F2KN2O2S3,9.448300000000001,-0.5
C13H15K3P,9.4587,5.5
C3H9FKN4O8S,-9.4704,0.5
C7H13FNO4P3S,-9.4771,3.0
C6H8F3K2N4O3,9.4776,2.5
C3H5F6N5O2P2,9.4897,2.0
C7H15FN2OP3S2,9.4934,2.5
C3H11FKN5O5S2,9.5002,0.0
C14H3F5KN,9.504999999999999,11.0
C6H12F2KNO5S2,-9.5223,0.0
C11H6F3N2O2S2,9.5276,8.5
C6H6F7NO2P2,-9.5327,2.0
C9H9F4K2O3,-9.5449,2.5
C4H12N5O4P3S,9.5453,3.0
C8H3F2N5O5S,9.5794,9.0
C17H5NO2S2,-9.6233,16.0
C20H2NO2P,9.639800000000001,21.0
C20H2F2K,-9.645900000000001,18.5
C9H4F3N4O2P2,-9.6611,9.5
C12H7K2N3O3,-9.6733,10.0
C5H13FN4OP5,-9.6953,3.5
C5H18KNO4P4,9.7067,-1.0
C5H5F6N2O5S,9.7078,1.5
CH15N5O4P2S3,-9.7178,-2.0
C15H10FK2S,-9.7251,9.5
C4H12F2KN4O2P2S,-9.740400000000001,0.5
C9H9F2KNO5P,9.7409,5.0
C2H2F5N5O8,9.7597,2.0
C6H12N2O7PS2,9.7634,2.5
C3H5F8KN4P,-9.796000000000001,-0.5
C10H18K3S2,-9.804400000000001,0.5
CHF10N6S,9.8198,-0.5
CH9FN4O10PS,-9.8335,-0.5
C5H5F6KN5P,9.8528,3.0
C2H8F4N6O2PS2,9.8754,0.5
C4H12F2NO7PS2,-9.8853,-1.0
H2F7N4O8,-9.8891,-1.5
C7H9F4KO5P,-9.9079,1.5
C6H12KN5O2P2S,9.9084,4.0
C3H5F8NO5S,-9.9409,-2.0
C11H4FN5O2P2,9.9876,13.0
C22H2KN,10.0029,22.0
C18H2F2O2P,-10.0089,17.5
C10H7KN3O5P,-10.0363,9.0
C14H11OP4,-10.0431,11.5
C6H3F4N4O5S,-10.0693,5.5
C7H18K2NO2P3,10.069799999999999,0.0
C4H15F3N2OP5,10.081900000000001,-0.5
C13H10FKO2PS,-10.088199999999999,8.5
C2H12F2N4O4P3S,-10.1035,-0.5
C11H9F2K2NO3,10.1039,6.0
C8H6F5N2O2P2,10.116,5.5
C9H6F5NO2S2,-10.1212,5.0
C8H12KN2O5S2,10.1265,3.5
C12H3F7K,-10.143799999999999,7.5
C5H15F3NOP3S2,-10.1554,-1.0
CH5F8N4O2P2,-10.1591,-1.5
C8H18K2O2PS2,-10.1675,-0.5
C4H8F5K2N3O3,-10.1712,-1.0
C10H7O10S,-10.1813,7.5
C13H4FN2O5S,10.2058,12.5
C7H11F6K2S,-10.2231,-1.5
C4H8F4KN6S2,10.2384,1.5
C12H4FN4O2S2,-10.2496,12.5
C10HN5O8,10.2577,13.0
C5H9F4O7P2,-10.271,0.5
C8H12K2N5PS,10.2714,5.0
C15HF3KN3,-10.2722,15.0
C7H6FK2N6O3,-10.2996,6.5
C9F5N6S,10.3177,10.5
C7H12KN4O2S3,-10.3289,3.5
C13H4FKN5P,10.350700000000002,14.0
C10H9F2K2N3S,-10.351500000000001,6.0
C3H12F2N2O7P3,10.3519,-0.5
C7H3F4N2O8,10.3861,5.5
C8H7N3O7P2,-10.3994,8.0
C9H18K3NP2,10.4328,1.0
C6H2F9N3S,10.4461,3.0
C11H10FO4P2S,-10.4513,7.5
C2H11F3K2N5O3P,10.4517,-2.0
C3H18FN3OP4S2,10.4676,-2.0
C10H6F5KN2P,10.479099999999999,6.5
C7H9F3N3O2PS2,10.5017,4.0
C10H3F7O2P,-10.5069,6.5
H15N6O4P4S,10.5194,-1.5
C6H18KO4P2S2,-10.5306,-1.5
C2H8F5KN3O5P,-10.5343,-2.0
C6H12F5OP4,-10.541,0.5
C4H6F2N6O5PS,10.5536,4.5
C16H5N2O2P2,10.614,16.5
C13HF3N3O2P,-10.635299999999999,14.0
C5H6FKN6O5P,-10.662700000000001,5.5
C9H10FN3OP4,-10.6694,8.0
C5H12N4O4PS3,-10.692,2.5
C8H9F2KN3O2PS,-10.7146,5.0
C5H12F2KN2O5P2,10.715,0.5
C2H15N3O7P2S2,10.7376,-2.0
C8H15FNOPS4,-10.7439,2.0
C4H5F6N4O2S2,-10.7476,1.5
C4H18KN3OP4S,-10.7487,-1.0
C7H2F8KN3,-10.7702,4.0
C5H6FN3O10S,-10.807599999999999,4.0
C4H11F3K3N5O,10.8148,-1.0
C6H14F3K3N2P,-10.8164,-1.5
CH8F6KN6P2,10.8269,-1.5
C8H9F2O7S2,-10.8595,3.5
C9H9F3KN3S2,10.864799999999999,5.0
C2H15KN6O2P3S,10.8825,-0.5
C6H12FN4O2S4,10.8873,2.5
C10F4KN6,-10.8986,11.5
C6H6F2KN6O3S,10.916599999999999,5.5
C14HF4N3S,10.944,14.0
C7H7FN6O2P3,10.9618,8.5
C18H5KN2P,10.977,17.5
C5H8F3K2N6S,-10.9778,2.5
C14H4KN2O5,-11.0105,13.5
C3H6FN6O7P2,-11.0258,4.5
C3H8F6KN3O3S,11.045,-2.0
C7H18FKO2PS3,11.0488,-1.5
C11H3F8S,11.0724,6.5
C6H9F2N3O4P2S,-11.0776,4.0
C7H12F2K2N2O3P,11.078,1.5
C4H9F5N3O2P3,11.0902,1.0
C8H19OP4S2,11.093900000000001,1.5
H5F5KN6O6,11.0969,-1.5
C4H15KN3O5PS2,11.1006,-1.0
C2H18N3O3P5S,-11.111799999999999,-2.0
C8F7N3O3,11.1243,7.0
C12H10F2O2PS2,11.127999999999998,7.5
C9H12F3OP2S2,-11.1295,3.5
C5H2F8N3O2P,-11.1332,3.0
C9H7FN3O5PS,11.1799,8.0
C7H17K4NO3,-11.1916,-2.0
C6H4N6O8P,11.2318,8.5
C4H15K2N6P2S,11.2456,0.5
C5H2F11O3,11.252699999999999,-0.5
C8F4N6O2P,-11.261600000000001,10.5
C4H9F2N6OP4,-11.2958,4.5
C6H9F5O5PS,11.3083,0.5
C9H7FKN6P2,11.3248,9.5
C3H8F3KN6O2PS,-11.3409,1.5
C3H6F4N3O8P,11.3602,1.0
C3H14F2N4OPS4,-11.3702,-1.5
C12H4N2O7P,-11.373600000000001,12.5
C2HF9KN6,-11.3965,0.5
C9H18FK2S3,11.4118,-0.5
C2H5F9N4PS,11.4202,-1.5
H5F2N6O10S,-11.434,0.5
C9H12F2K3N2O,11.4411,2.5
C6H9F5KN3P2,11.4532,2.0
C6H15K2N3O3S2,11.4637,0.0
C3H12F3N4O2P2S2,11.4758,-0.5
C3H8F3N3O7S2,-11.485899999999999,0.0
C14H10F2KS2,11.491100000000001,8.5
C6H5F5KN2O5,-11.5085,2.5
C11H13NO2S4,11.5137,6.0
C6H11F4O4S3,-11.5377,-0.5
C11H7FKN3O3S,11.543,9.0
C19H2F3S,11.5704,17.5
C12H8N3O2P3,11.5881,12.0
C8H4KN6O6,11.5948,9.5
C9H3FKN5O5,-11.6369,10.0
C13H7FN2OP3,-11.6436,12.5
C9H9N3O4S3,-11.6661,7.0
C8H9F5KO3S,11.6714,1.5
C12H6F2KN2O2S,-11.6887,9.5
C5H12F3NO5S3,11.694,-1.0
CH8F3N6O4P2S,-11.704,0.5
C4H11K2N5O5S,-11.716099999999999,1.0
C9H10F4O2P3,11.7165,4.5
C12H12FOS4,-11.718,6.5
C8H15KN2OP3S,-11.7229,3.5
C5H6F4KN3O6,11.7232,2.0
C2H9F2N4O8S2,11.745800000000001,-0.5
C13HF6O3,11.7506,10.5
C4H11F4N3OP2S2,-11.7559,0.0
HF9N6O2P,-11.7596,-0.5
C7H14FK2N2O2S2,-11.768,0.5
C10H11F3K3N,-11.7906,3.0
C14H8O5PS,11.8062,11.5
C5H12F3KN4PS2,11.838899999999999,0.5
C2H15FN5O2PS4,11.8615,-2.0
C4H5F5N2O7P,-11.8715,1.5
C7H9N6OP2S2,-11.884300000000001,7.5
C10H4F4N4PS,11.9182,9.5
C14H8KN3P2,11.9512,13.0
C4H16FO7P4,11.952399999999999,-1.5
C8H7F3O8P,11.9865,4.5
C7H3FN5O7P,-11.9999,9.0
