Mass,Intensity,ControlMax__ab1_1_peaks,ControlMax__mc_1_peaks,ControlMax__pc1_1_peaks,Average_Control_Intensity
77.950458,60.929685,0.0,0.0,0.0,0.0
77.965717,77.570269,0.0,0.0,0.0,0.0
77.996331,86.308234,0.0,0.0,0.0,0.0
77.997066,152.18422,0.0,0.0,0.0,0.0
78.036033,68.080209,0.0,0.0,0.0,0.0
78.037013,74.623877,0.0,0.0,0.0,0.0
78.12756,68.36959,0.0,0.0,0.0,0.0
78.141889,44.756794,0.0,0.0,0.0,0.0
78.180063,67.52416,0.0,0.0,0.0,0.0
78.210885,62.533267,0.0,0.0,0.0,0.0
78.289087,77.724683,0.0,0.0,0.0,0.0
78.326054,75.867924,0.0,0.0,0.0,0.0
78.332053,65.906902,0.0,0.0,0.0,0.0
78.384269,68.565919,0.0,0.0,0.0,0.0
78.415458,82.592859,0.0,0.0,0.0,0.0
78.424761,73.931989,0.0,0.0,0.0,0.0
78.441807,62.885186,0.0,0.0,0.0,0.0
78.44955,74.861186,0.0,0.0,0.0,0.0
78.515242,115.419618,0.0,0.0,0.0,0.0
78.557734,109.280261,0.0,0.0,0.0,0.0
78.56731,78.111314,0.0,0.0,0.0,0.0
78.572099,73.158197,0.0,0.0,0.0,0.0
78.574411,89.599997,0.0,0.0,0.0,0.0
78.61282,61.049137,0.0,0.0,0.0,0.0
78.665647,70.450998,0.0,0.0,0.0,0.0
78.717368,78.398169,0.0,0.0,0.0,0.0
78.718693,70.466835,0.0,0.0,0.0,0.0
78.763008,125.518123,0.0,0.0,0.0,0.0
78.774362,77.082516,0.0,0.0,0.0,0.0
78.789698,102.926968,0.0,0.0,0.0,0.0
78.800643,73.081983,0.0,0.0,0.0,0.0
78.806946,60.570124,0.0,0.0,0.0,0.0
78.809434,88.775523,0.0,0.0,0.0,0.0
78.850589,67.072892,0.0,0.0,0.0,0.0
78.968755,127.096842,0.0,0.0,0.0,0.0
79.013614,79.411927,0.0,0.0,0.0,0.0
79.038099,60.311585,0.0,0.0,0.0,0.0
79.060929,57.768055,0.0,0.0,0.0,0.0
79.104616,66.00899,0.0,0.0,0.0,0.0
79.113457,72.443964,0.0,0.0,0.0,0.0
79.196443,79.836614,0.0,0.0,0.0,0.0
79.218004,59.995583,0.0,0.0,0.0,0.0
79.242918,78.483354,0.0,0.0,0.0,0.0
79.274789,76.659303,0.0,0.0,0.0,0.0
79.27822,82.215375,0.0,0.0,0.0,0.0
79.311117,90.441289,0.0,0.0,0.0,0.0
79.316141,48.208383,0.0,0.0,0.0,0.0
79.326191,128.453904,0.0,0.0,0.0,0.0
79.341437,117.798559,0.0,0.0,0.0,0.0
79.348894,75.159385,0.0,0.0,0.0,0.0
79.356436,85.357953,0.0,0.0,0.0,0.0
79.422516,85.247712,0.0,0.0,0.0,0.0
79.424949,82.759106,0.0,0.0,0.0,0.0
79.477673,76.809492,0.0,0.0,0.0,0.0
79.478345,87.409045,0.0,0.0,0.0,0.0
79.482714,78.982941,0.0,0.0,0.0,0.0
79.551643,69.907469,0.0,0.0,0.0,0.0
79.559718,83.608336,0.0,0.0,0.0,0.0
79.579155,64.716799,0.0,0.0,0.0,0.0
79.594643,72.755273,0.0,0.0,0.0,0.0
79.648379,127.443581,0.0,0.0,0.0,0.0
79.677881,74.407443,0.0,0.0,0.0,0.0
79.691626,61.936746,0.0,0.0,0.0,0.0
79.694915,76.579808,0.0,0.0,0.0,0.0
79.762431,69.053077,0.0,0.0,0.0,0.0
79.796222,65.424765,0.0,0.0,0.0,0.0
79.800785,75.384724,0.0,0.0,0.0,0.0
79.802475,114.423852,0.0,0.0,0.0,0.0
79.805349,80.173825,0.0,0.0,0.0,0.0
79.817436,104.140887,0.0,0.0,0.0,0.0
79.860314,61.178315,0.0,0.0,0.0,0.0
79.886632,75.681986,0.0,0.0,0.0,0.0
79.892558,63.157292,0.0,0.0,0.0,0.0
79.909661,76.652476,0.0,0.0,0.0,0.0
