Mass,Intensity,ControlMax__ab1_1_peaks,ControlMax__mc_1_peaks,ControlMax__pc1_1_peaks,Average_Control_Intensity
83.576958,34.239157,0.0,0.0,0.0,0.0
83.587104,37.334564,0.0,0.0,0.0,0.0
83.625711,50.385841,0.0,0.0,0.0,0.0
83.645387,47.175786,0.0,0.0,0.0,0.0
83.651917,49.389388,0.0,0.0,0.0,0.0
83.654094,46.269093,0.0,0.0,0.0,0.0
83.743055,41.371692,0.0,0.0,0.0,0.0
83.774135,52.565947,0.0,0.0,0.0,0.0
83.779407,47.298128,0.0,0.0,0.0,0.0
83.85473,45.231368,0.0,0.0,0.0,0.0
83.921404,39.044908,0.0,0.0,0.0,0.0
83.948753,71.240656,0.0,0.0,0.0,0.0
83.954133,37.424059,0.0,0.0,0.0,0.0
84.044395,833.333525,0.0,45.962189,0.0,15.320729666666667
84.086793,48.582013,0.0,0.0,0.0,0.0
84.136633,39.74516,0.0,0.0,0.0,0.0
84.159419,33.262,0.0,0.0,0.0,0.0
84.220593,45.613753,0.0,0.0,0.0,0.0
84.266517,43.07054,0.0,0.0,0.0,0.0
84.272386,38.593618,0.0,0.0,0.0,0.0
84.283484,39.613052,0.0,0.0,0.0,0.0
84.306238,39.124695,0.0,0.0,0.0,0.0
84.313947,45.006538,0.0,0.0,0.0,0.0
84.356181,45.533793,0.0,0.0,0.0,0.0
84.417018,37.812082,0.0,0.0,0.0,0.0
84.434675,37.905483,0.0,0.0,0.0,0.0
84.496701,39.17818,0.0,0.0,0.0,0.0
84.498819,37.527737,0.0,0.0,0.0,0.0
84.599186,47.284745,0.0,0.0,0.0,0.0
84.635542,36.982382,0.0,0.0,0.0,0.0
84.672015,43.243711,0.0,0.0,0.0,0.0
84.683469,37.646316,0.0,0.0,0.0,0.0
84.69585,39.183695,0.0,0.0,0.0,0.0
84.734488,44.707819,0.0,0.0,0.0,0.0
84.751412,38.779628,0.0,0.0,0.0,0.0
84.763253,44.059062,0.0,0.0,0.0,0.0
84.793791,36.728994,0.0,0.0,0.0,0.0
84.810362,48.980038,0.0,0.0,0.0,0.0
84.821011,46.32537,0.0,0.0,0.0,0.0
85.015639,38.002825,0.0,0.0,0.0,0.0
85.075981,36.521911,0.0,0.0,0.0,0.0
85.0824,41.187417,0.0,0.0,0.0,0.0
85.090867,36.793891,0.0,0.0,0.0,0.0
85.183343,40.232083,0.0,0.0,0.0,0.0
85.189308,45.342159,0.0,0.0,0.0,0.0
85.26654,40.909765,0.0,0.0,0.0,0.0
85.280917,40.495212,0.0,0.0,0.0,0.0
85.313323,43.588405,0.0,0.0,0.0,0.0
85.36192,36.163913,0.0,0.0,0.0,0.0
85.396056,40.702518,0.0,0.0,0.0,0.0
85.417297,37.138667,0.0,0.0,0.0,0.0
85.445286,42.873483,0.0,0.0,0.0,0.0
85.50543,36.198237,0.0,0.0,0.0,0.0
85.524274,48.03743,0.0,0.0,0.0,0.0
85.532338,48.683523,0.0,0.0,0.0,0.0
85.54106,33.710068,0.0,0.0,0.0,0.0
85.556631,50.000356,0.0,0.0,0.0,0.0
85.619992,46.390898,0.0,0.0,0.0,0.0
85.674398,36.455485,0.0,0.0,0.0,0.0
85.677313,52.449146,0.0,0.0,0.0,0.0
85.720199,35.948863,0.0,0.0,0.0,0.0
85.721517,34.685722,0.0,0.0,0.0,0.0
85.768297,37.385165,0.0,0.0,0.0,0.0
85.801547,51.44815,0.0,0.0,0.0,0.0
85.852825,41.498514,0.0,0.0,0.0,0.0
85.889427,39.000563,0.0,0.0,0.0,0.0
85.909153,34.724542,0.0,0.0,0.0,0.0
